12196,21278,, = ,18629,,완전투명한 조각, ( ? 개 ), + ,18516,,6480번 레시피, ( ? 개 ), + ,15424,,무지개 엑토플라즘, ( ? 개 ), + ,18668,,9451번 레시피, ( ? 개 ), + ,18008,,생명의 구슬, ( ? 개 ),,,,,
12197,24068,, = ,21256,,인 · 바르 : 신의 손가락, ( ? 개 ), + ,21278,,12196번 레시피, ( ? 개 ), + ,21121,,극광 연꽃, ( ? 개 ), + ,21247,,9420번 레시피, ( ? 개 ), + ,21231,,퓨어 엔젤 하트, ( ? 개 ),,,,,
12198,24069,, = ,21232,,히디어스 데빌 하트, ( ? 개 ), + ,21278,,12196번 레시피, ( ? 개 ), + ,21122,,채집, ( ? 개 ), + ,21256,,인 · 바르 : 신의 손가락, ( ? 개 ), + ,21247,,9420번 레시피, ( ? 개 ),,,,,
12199,18687,, = ,15775,,3550번 레시피, ( 2 개 ), + ,15759,,봉인의 화석, ( ? 개 ), + ,15665,,수호자의 영혼, ( ? 개 ), + ,15078,,슈로딩의 박스, ( ? 개 ), + ,15207,,라이프 오브, ( ? 개 ),,,,,
12200,21279,, = ,15482,,페이즈 드래곤, ( ? 개 ), + ,18669,,메카닉 드래곤 스케일 월, ( ? 개 ), + ,18618,,사이킥 스톤, ( ? 개 ), + ,18514,,미스틱 플래티넘 파츠, ( ? 개 ), + ,15475,,태고의 쌍둥이 골렘, ( ? 개 ),,,,,
12201,24070,, = ,18636,,, ( ? 개 ), + ,21023,,드라나이트, ( ? 개 ), + ,21279,,12200번 레시피, ( ? 개 ), + ,21261,,6567번 레시피, ( ? 개 ), + ,18458,,미스틱 오렌지 기어, ( ? 개 ),,,,,
12202,21280,, = ,15743,,크레이지 우즈 레어, ( ? 개 ), + ,18619,,세이렌 보이스, ( ? 개 ), + ,18648,,영지의 마법서, ( ? 개 ), + ,18641,,퍼플아이, ( ? 개 ), + ,18416,,, ( ? 개 ),,,,,
12203,24071,, = ,21249,,12163번 레시피, ( ? 개 ), + ,21229,,황혼의 정령 타르티나크 레어, ( ? 개 ), + ,21167,,"종말의 디스크, 합성", ( ? 개 ), + ,21065,,엠페러 애너힐레이터 레어, ( ? 개 ), + ,21158,,일반, ( ? 개 ),,,,,
12204,18688,, = ,15485,,"시간 여행자 ""미레이라 틸렌타"" ", ( ? 개 ), + ,09534,,시간의 작은 바늘, ( ? 개 ), + ,09533,,시간의 잔해, ( ? 개 ), + ,12454,,시류의 가루, ( ? 개 ), + ,15754,,27 기통 통곡 엔진, ( ? 개 ),,,,,
12205,24072,, = ,21225,,호제맹령주, ( ? 개 ), + ,21226,,용황굉명주, ( ? 개 ), + ,21117,,채굴, ( ? 개 ), + ,21179,,9299번 레시피, ( ? 개 ), + ,18647,,, ( ? 개 ),,,,,
12206,21281,, = ,15321,,화령의 혼, ( ? 개 ), + ,18670,,9459번 레시피, ( ? 개 ), + ,18605,,굉염의 혼, ( ? 개 ), + ,18600,,엘리멘트 젬, ( ? 개 ), + ,18596,,화정석, ( ? 개 ),,,,,
12207,21282,, = ,15343,,수령의 혼, ( ? 개 ), + ,18671,,9460번 레시피, ( ? 개 ), + ,18606,,절빙의 혼, ( ? 개 ), + ,18600,,엘리멘트 젬, ( ? 개 ), + ,18597,,수정석, ( ? 개 ),,,,,
12208,21283,, = ,15327,,풍령의 혼, ( ? 개 ), + ,18672,,9461번 레시피, ( ? 개 ), + ,18607,,격뢰의 혼, ( ? 개 ), + ,18600,,엘리멘트 젬, ( ? 개 ), + ,18598,,풍정석, ( ? 개 ),,,,,
12209,21284,, = ,15335,,지령의 혼, ( ? 개 ), + ,18673,,9462번 레시피, ( ? 개 ), + ,18608,,진결의 혼, ( ? 개 ), + ,18600,,엘리멘트 젬, ( ? 개 ), + ,18699,,, ( ? 개 ),,,,,
12210,21285,, = ,15504,,흑혈석, ( ? 개 ), + ,18556,,다크니스 퓨리의 의식서, ( ? 개 ), + ,18031,,쉐도우 오브, ( ? 개 ), + ,18148,,어둠의 씨앗, ( ? 개 ), + ,18649,,상고의 흑목석, ( ? 개 ),,,,,
15001, [ 18003 ] ,마스터 메이드 앞치마, = ,00001, ,메이드 아줌마의 앞치마, ( 1 개 ), + ,03029, ,메이드 할머니의 앞치마, ( 1 개 ), + ,03064, ,꾸질꾸질한 샅바, ( 1 개 ), + ,06045, ,메이드 증조 할머니의 앞치마, ( 1 개 ), + ,09023, ,메이드 고조 할머니의 앞치마, ( 1 개 ), + ,09049, ,메이드 현조 할머니의 앞치마, ( 1 개 )
15002, [ 18004 ] ,무지개 폭탄, = ,00013, ,폭탄 심지, ( 2 개 ), + ,03010, ,청색 폭탄 조각, ( 6 개 ), + ,03027, ,적색 폭탄 조각, ( 6 개 ), + ,06032, ,백색 폭탄 조각, ( 6 개 ), + ,06050, ,흑색 폭탄 조각, ( 6 개 ), + ,09047, ,녹색 폭탄 조각, ( 3 개 )
15003, [ 21002 ] ,클론 옆집 여동생, = ,03383, ,진혼향, ( 1 개 ), + ,09043, ,옆집 여동생의 머리카락, ( 6 개 ), + ,12001, ,무지개 피, ( 4 개 ), + ,12101, ,스피릿 에센스, ( 2 개 ), + ,15012, ,고스트 옆집 여동생의 속옷, ( 1 개 ), + ,15066, ,소울 오브, ( 2 개 )
15004, [ 21003 ],카타스트로피어, = ,12009, ,카오스 소드, ( 2 개 ), + ,12021, ,쿠소 에센스, ( 4 개 ), + ,12030, ,고통 에센스, ( 3 개 ), + ,12049, ,소울 석커, ( 1 개 ), + ,15002, ,악마의 지식, ( 2 개 ), + ,15010, ,블러드 매니퓰레이터, ( 5 개 )
15005, [ 21004 ],초등학교 교복 로리 안드로이드, = ,06061, ,뇌옥, ( 8 개 ), + ,12002, ,나노 제너레이터, ( 5 개 ), + ,12013, ,옆집 여동생의 속옷, ( 2 개 ), + ,12045, ,여자 소학생 교복, ( 1 개 ), + ,15001, ,룬의 서, ( 3 개 ), + ,18005, ,언파워드 로리 안드로이드, ( 1 개 )
15006, [ 18006 ] ,무라사메, = ,06036, ,저주받은 무언가, ( 6 개 ), + ,06204, ,검은 장검, ( 3 개 ), + ,12009, ,카오스 소드, ( 2 개 ), + ,12075, ,무라사메의 손잡이, ( 1 개 ), + ,12089, ,더블 블랙 엔젤 하이로우, ( 2 개 ), + ,15006, ,카오스 오브의 조각, ( 3 개 )
15007, [ 15046 ],잡탕 엑기스, = ,03195, ,양파 엑기스, ( ? 개 ), + ,06026, ,숲 엑기스, ( ? 개 ), + ,06027, ,독 엑기스, ( ? 개 ), + ,06033, ,얼음 엑기스, ( ? 개 ), + ,06194, ,먼지 엑기스, ( ? 개 ), + ,09037, ,흑염소 엑기스, ( ? 개 )
15008, [ 15047 ] ,비키니 무녀복, = ,00143, ,나일론 실, ( 5 개 ), + ,03147, ,쇠바늘, ( 2 개 ), + ,03182, ,빛나는 깃털, ( 3 개 ), + ,09012, ,진짜 무녀복, ( 2 개 ), + ,12025, ,섹시 에센스, ( 1 개 ), + ,12063, ,중학생 스쿨 수영복, ( 1 개 )
15009, [ 15050 ],카멜레온 철판, = ,00084, ,저전도 철판, ( 10 개 ), + ,03074, ,철판, ( 3 개 ), + ,03125, ,딱정벌레껍질 철판, ( 3 개 ), + ,06138, ,인어 비늘 철판, ( 3 개 ), + ,06151, ,사낙 비늘 철판, ( 3 개 ), + ,12020, ,바이오닉 철판, ( 1 개 )
15010, [ 18016 ] ,카오스 캐논, = ,06065, ,카오스 실드, ( 4 개 ), + ,06107, ,카오스 프레쉬, ( 1 개 ), + ,09096, ,다이아 판, ( 6 개 ), + ,09115, ,카오스 클럽, ( 2 개 ), + ,12009, ,카오스 소드, ( 2 개 ), + ,15006, ,카오스 오브의 조각, ( 1 개 )
15011,18064,퓨어 젬스톤, = ,09085, ,투명한 피, ( ? 개 ), + ,12001, ,무지개 피, ( ? 개 ), + ,12197, ,드림 젬스톤, ( ? 개 ), + ,12201, ,미드나이트 젬스톤, ( ? 개 ), + ,15131, ,글루미 젬스톤, ( ? 개 ), + ,15133, ,쉐도우 젬스톤, ( ? 개 )
15012,21010,저스티스 히어로 슈츠, = ,09268, ,히어로의 증표, ( ? 개 ), + ,15114, ,불타는 마음, ( ? 개 ), + ,15115, ,냉정한 마음, ( ? 개 ), + ,15116, ,정의의 마음, ( ? 개 ), + ,15117, ,분노의 마음, ( ? 개 ), + ,18061, ,히어로 슈츠, ( ? 개 )
15013, [ 15159 ],프라이멀 시드, = ,03217, ,네거티브 에너지 시드, ( 2 개 ), + ,03219, ,이블 시드, ( 2 개 ), + ,03268, ,스피릿 시드, ( 2 개 ), + ,03271, ,에너지 시드, ( 2 개 ), + ,06266, ,라이프 시드, ( 1 개 ), + ,06275, ,소울 시드, ( 1 개 )
15014,21011,뉴클리어 스크롤, = ,15079, ,플레임 스크롤, ( ? 개 ), + ,15080, ,아이시 스크롤, ( ? 개 ), + ,15081, ,라이트닝 스크롤, ( ? 개 ), + ,15082, ,포이즌 스크롤, ( ? 개 ), + ,15083, ,마인드 스크롤, ( ? 개 ), + ,15084, ,아스트랄 스크롤, ( ? 개 )
15015, [ 21012 ] ,딥 블루, = ,09230, ,글리프 오브 둠, ( ? 개 ), + ,12185, ,지저괴수의 눈, ( ? 개 ), + ,12191, ,그을린 금가락지, ( 2 개 ), + ,15130, ,사일런트 아이, ( ? 개 ), + ,15131, ,글루미 젬스톤, ( ? 개 ), + ,15143, ,사파이어, ( 4 개 )
15016,18080,스켈라스 소환진, = ,06237, ,흑마술의 가루, ( ? 개 ), + ,06293, ,이블 파우더, ( ? 개 ), + ,09306, ,굴 파우더, ( ? 개 ), + ,09324, ,뼈다귀 도미노 세트, ( ? 개 ), + ,12217, ,사령의 서, ( ? 개 ), + ,15152, ,복종의 뿔피리, ( ? 개 )
15017,15192,체인 마인, = ,03010, ,청색 폭탄 조각, ( ? 개 ), + ,03027, ,적색 폭탄 조각, ( ? 개 ), + ,06032, ,백색 폭탄 조각, ( ? 개 ), + ,06050, ,흑색 폭탄 조각, ( ? 개 ), + ,06305, ,강철 체인, ( ? 개 ), + ,09047, ,녹색 폭탄 조각, ( ? 개 )
15018, [ 18081 ],XXZT 배리어 머신, = ,03271, ,에너지 시드, ( 8 개 ), + ,06105, ,XT 필드 발생기, ( 5 개 ), + ,06157, ,과학 기초 전과, ( 1 개 ), + ,12064, ,코어 제너레이터, ( 2 개 ), + ,15075, ,쉬프트 제너레이터, (2 개 ), + ,15078, ,슈로딩의 박스, ( 2 개 )
15019,12247,알렉산드라이트 조각, = ,00120, ,다이아몬드 파편, ( ? 개 ), + ,00188, ,루비 파편, ( ? 개 ), + ,00189, ,사파이어 파편, ( ? 개 ), + ,00191, ,토파즈 파편, ( ? 개 ), + ,00215, ,에메랄드 파편, ( ? 개 ), + ,00216, ,아메시스트 파편, ( ? 개 )
15020,21013,다마스쿠스터, = ,06204, ,검은 장검, ( ? 개 ), + ,06297, ,다미끌, ( ? 개 ), + ,12233, ,다마스커스괴, ( ? 개 ), + ,15046, ,잡탕 엑기스, ( ? 개 ), + ,15180, ,알렉산드라이트, ( ? 개 ), + ,18066, ,엘리메넥시움, ( ? 개 )
15021,15235,인조 살덩이, = ,06266, ,라이프 시드, ( ? 개 ), + ,06338, ,흑연가루, ( ? 개 ), + ,06363, ,설탕, ( ? 개 ), + ,06374, ,원형질 융해제, ( ? 개 ), + ,06376, ,육즙, ( ? 개 ), + ,09048, ,키토산 알약, ( ? 개 )
15022,21020,호문크루스 페어리, = ,15159, ,프라이멀 시드, ( ? 개 ), + ,15160, ,얼어붙은 심장, ( ? 개 ), + ,15207, ,라이프 오브, ( ? 개 ), + ,15224, ,그녀의 츤데레, ( ? 개 ), + ,15232, ,인조 페어리, ( ? 개 ), + ,15235, ,인조 살덩이, ( ? 개 )
15023, [ 18121 ],사랑의 채찍, = ,06207, ,징벌의 가시채찍, ( ? 개 ), + ,12025, ,섹시 에센스, ( ? 개 ), + ,12030, ,고통 에센스, ( ? 개 ), + ,12115, ,사랑의 매, ( ? 개 ), + ,15041, ,에로 에센스, ( ? 개 ), + ,15109, ,부스트 더스트, ( ? 개 )
15024,21021,오비탈 룬, = ,15009, ,겔겔겔겔의 겔겔겔겔, ( 4 개 ), + ,15063, ,리빙 룬, ( 6 개 ), + ,15202, ,크리스탈 스컬, ( 3 개 ), + ,15216, ,지식의 써클렛, ( 2 개 ), + ,15228, ,아르케 에센스, ( 4 개 ), + ,18033, ,마인드 이그저스터의 뇌, ( 6 개 )
15025,21234,아르케 스크롤, = ,18049, ,드래곤 브레스의 마법서, ( ? 개 ), + ,18050, ,쉐도우 프리징의 마법서, ( ? 개 ), + ,18051, ,마그네틱 썬더의 마법서, ( ? 개 ), + ,18052, ,블라이트 클라우드의 마법서, ( ? 개 ), + ,18053, ,데스 텔레파시의 마법서, ( ? 개 ), + ,18054, ,아스트랄 프로젝션의 마법서, ( ? 개 )
15026,21044,요도 무라사메, = ,12269, ,수수께끼의 두개골, ( ? 개 ), + ,15147, ,잔인한 마음, ( ? 개 ), + ,15227, ,버서커의 혼, ( ? 개 ), + ,18006, ,무라사메, ( ? 개 ), + ,18110, ,다크니스 스크롤, ( ? 개 ), + ,18177, ,심연의 터키석, ( ? 개 )
15027,18169,풀 메탈 바스켓, = ,03115, ,바구니, ( ? 개 ), + ,03382, ,백금 톱니바퀴, ( ? 개 ), + ,06304, ,메모리 크리스탈, ( ? 개 ), + ,09406, ,공구 상자, ( ? 개 ), + ,09426, ,용접기, ( ? 개 ), + ,12014, ,기계 구슬, ( ? 개 )
15028,21038,카타스트로픽 해머, = ,15213, ,타락한 수호자의 영혼, ( 1 개 ), + ,15227, ,버서커의 혼, ( ? 개 ), + ,15250, ,카이져 엠블렘, ( ? 개 ), + ,15269, ,카타스트로픽 해머, ( ? 개 ), + ,18030, ,젯 펑거스, ( ? 개 ), + ,18076, ,글룸 아메시스트, ( ? 개 )
15029,18157,정령암, = ,09100, ,화암, ( ? 개 ), + ,09101, ,수암, ( ? 개 ), + ,09102, ,뇌암, ( ? 개 ), + ,09103, ,독암, ( ? 개 ), + ,09426, ,용접기, ( ? 개 ), + ,15298, ,고르곤 아이, ( ? 개 )
15030,24012,, = ,18041, ,썬샤인 루비, ( 3 개 ), + ,18068, ,스타 티어 다이아몬드, ( 3 개 ), + ,18076, ,글룸 아메시스트, ( 3 개 ), + ,18105, ,와이즈 페리도트, ( 3 개 ), + ,18177, ,심연의 터키석, ( 3 개 ), + ,21031, ,레싶 12054, ( 1 개 )
15031, [ 21045 ],비염의 레이노르, = ,15053, ,드래곤의 심장, ( 2 개 ), + ,15063, ,리빙 룬, ( 4 개 ), + ,15228, ,아르케 에센스, ( 1 개 ), + ,15268, ,화보옥, ( 2 개 ), + ,18039, ,로브 오브 시크릿 플레임, ( 1 개 ), + ,18171, ,시어링 오팔, ( 2 개 )
15032,00021,엘리멘타리 어벤져, = ,15030, ,엘리멘타리 인포서, ( ? 개 ), + ,15107, ,사대정령의 보석, ( ? 개 ), + ,15190, ,정령철괴, ( ? 개 ), + ,18105, ,와이즈 페리도트, ( 2 개 ), + ,18152, ,스피릿 오브, ( ? 개 ), + ,18157, ,정령암, ( ? 개 )
15033,24013,, = ,18042, ,스웜프 토파즈, ( 3 개 ), + ,18056, ,스노우 사파이어, ( 3 개 ), + ,18075, ,드리머 에메랄드, ( 3 개 ), + ,18171, ,시어링 오팔, ( 3 개 ), + ,18174, ,오션 아쿠아마린, ( 3 개 ), + ,21042, ,다클리스트, ( 1 개 )
15034,21035,엘리멘타리 슈터, = ,15237, ,크로듐괴, ( ? 개 ), + ,15251, ,반 영체 손톱, ( ? 개 ), + ,18060, ,엘리멘타리 보우, ( ? 개 ), + ,18066, ,엘리메넥시움, ( ? 개 ), + ,18147, ,벽조목, ( 2 개 ), + ,18157, ,정령암, ( ? 개 )
15035,00018,페이스풀 쉴드, = ,09161, ,충성심의 방패, ( ? 개 ), + ,09179, ,신앙의 증표(금), ( ? 개 ), + ,09346, ,청은괴, ( ? 개 ), + ,09347, ,미스릴괴, ( ? 개 ), + ,12240, ,퓨어 멜팅 파우더, ( ? 개 ), + ,15107, ,사대정령의 보석, ( ? 개 )
15036, [ 21033 ],비염검 시크리스, = ,15063, ,리빙 룬, ( 6 개 ), + ,15116, ,정의의 마음, ( 4 개 ), + ,15268, ,화보옥, ( 5 개 ), + ,15271, ,베이직 에센스, ( 4 개 ), + ,18035, ,인페르노 스크롤, ( 4 개 ), + ,18038, ,소드 오브 시크릿 플레임, ( 1 개 )
15037,21040,엘레멘탈 비키니 아머, = ,15159, ,프라이멀 시드, ( ? 개 ), + ,15237, ,크로듐괴, ( ? 개 ), + ,18029, ,정령의 비키니, ( ? 개 ), + ,18068, ,스타 티어 다이아몬드, ( ? 개 ), + ,18147, ,벽조목, ( 2 개 ), + ,18157, ,정령암, ( ? 개 )
15038,21039,레이즈 오브 드래곤, = ,12026, ,드래곤 스케일, ( ? 개 ), + ,15164, ,삐리리 삐삐리리 3등, ( ? 개 ), + ,15190, ,정령철괴, ( ? 개 ), + ,15207, ,라이프 오브, ( ? 개 ), + ,18024, ,하트 오브 드래곤, ( ? 개 ), + ,18034, ,퓨엘리움 덩어리, ( ? 개 )
15039,21036,페이스풀 피어서, = ,15166, ,렐릭시움, ( ? 개 ), + ,15206, ,칼벌레 몸통, ( ? 개 ), + ,15238, ,카발라이트괴, ( ? 개 ), + ,18015, ,페이스풀 세이버, ( ? 개 ), + ,18040, ,드림 트래블 기어, ( ? 개 ), + ,18075, ,드리머 에메랄드, ( ? 개 )
15040,24014,명현일쌍 소울 도미네리어, = ,18603, ,죽은 정령의 집합체 레어, ( 2 개 ), + ,18087, ,천의 두루마리, ( ? 개 ), + ,18147, ,벽조목, ( 2 개 ), + ,18152, ,스피릿 오브, ( ? 개 ), + ,18167, ,소울 드링커, ( ? 개 ), + ,21090, ,스키피아 자매, ( ? 개 )
15041,21050,純雪姬 : 현무의 무녀복, = ,12382, ,워터 매터리얼 큐브, ( 3 개 ), + ,15115, ,냉정한 마음, ( 2 개 ), + ,15270, ,수보옥, ( 2 개 ), + ,18056, ,스노우 사파이어, ( 3 개 ), + ,18058, ,雪姬, ( 1 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 )
15042, [ 18228 ] ,옆집 여동생의 야한 속옷, = ,12003, ,옆집 누나의 속옷, ( 3 개 ), + ,12013, ,옆집 여동생의 속옷, ( 5 개 ), + ,12025, ,섹시 에센스, ( 2 개 ), + ,12114, ,사랑의 에센스, ( 1 개 ), + ,15041, ,에로 에센스, ( 2 개 ), + ,15003, ,정체불명의 서, ( 2 개 )
15043,18233?,어벤져 오브 툼, = ,09444, ,툼 대거, ( ? 개 ), + ,09459, ,미드나이트 매터리얼, ( ? 개 ), + ,12202, ,흐릿한 검, ( ? 개 ), + ,15115, ,냉정한 마음, ( ? 개 ), + ,15278, ,스피리츄얼 툴, ( ? 개 ), + ,15299, ,고분자 칼날, ( 2 개 )
15044, [ 18216 ],아이스 임팩터, = ,03410, ,차가운 재, ( ? 개 ), + ,06290, ,스토커의 팔, ( ? 개 ), + ,06428, ,아이스 골렘의 팔, ( ? 개 ), + ,09428, ,별의 결정, ( ? 개 ), + ,12185, ,지저괴수의 눈, ( ? 개 ), + ,12342, ,빙골, ( ? 개 )
15045,21049,純焰舞 : 주작의 무녀복, = ,12372, ,파이어 매터리얼 큐브, ( ? 개 ), + ,15114, ,불타는 마음, ( ? 개 ), + ,15268, ,화보옥, ( ? 개 ), + ,18041, ,썬샤인 루비, ( ? 개 ), + ,18057, ,焰舞, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( 1 개 )
15046,18227,디펜더 오브 툼, = ,06432, ,티타늄 조각, ( ? 개 ), + ,09459, ,미드나이트 매터리얼, ( ? 개 ), + ,09448, ,강철뿔, ( ? 개 ), + ,15238, ,카발라이트괴, ( ? 개 ), + ,15278, ,스피리츄얼 툴, ( ? 개 ), + ,15295, ,툼 플레이트 메일, ( ? 개 )
15047,18240,, = ,09459, ,미드나이트 매터리얼, ( ? 개 ), + ,12251, ,흑철괴, ( ? 개 ), + ,12344, ,툼 실드, ( ? 개 ), + ,15133, ,쉐도우 젬스톤, ( ? 개 ), + ,15209, ,블랙 유니콘의 뿔, ( ? 개 ), + ,15278, ,스피리츄얼 툴, ( ? 개 )
15048, [ 18242 ],올마이트 매터리얼 큐브, = ,12372, ,파이어 매터리얼 큐브, ( 2 개 ), + ,12382, ,워터 매터리얼 큐브, ( 2 개 ), + ,12377, ,윈드 매터리얼 큐브, ( 2 개 ), + ,12375, ,어스 매터리얼 큐브, ( 2 개 ), + ,12379, ,마인드 매터리얼 큐브, ( 2 개 ), + ,12381, ,아스트랄 매터리얼 큐브, ( 2 개 )
15049,,, = ,00243, ,츄가츕스, ( ? 개 ), + ,03372, ,케잌양초, ( ? 개 ), + ,06388, ,석제 몽둥이, ( ? 개 ), + ,12352, ,가시달린 가죽, ( ? 개 ), + ,12362, ,욕나오게 아주 긴 멍석, ( ? 개 ), + ,15117, ,분노의 마음, ( ? 개 )
15050,24021,아나키스트, = ,18002, ,암흑룬의 서, ( 3 개 ), + ,18010, ,겔겔의 심령서(진본), ( 2 개 ), + ,18030, ,젯 펑거스, ( 3 개 ), + ,21103, ,어비스 아이, ( 1 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 ), + ,18232, ,에인션트 카오스 실드, ( 1 개 )
15051,24032,, = ,15375, ,교활한자의 혀, ( ? 개 ), + ,15297, ,혹한의 정수, ( ? 개 ), + ,18115, ,포지티브 아이, ( ? 개 ), + ,21070, ,팬텀 업, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 ), + ,21051, ,9232번 레시피, ( ? 개 )
15052,21075,純風奏 : 청룡의 무녀복, = ,12377, ,윈드 매터리얼 큐브, ( ? 개 ), + ,15117, ,분노의 마음, ( ? 개 ), + ,15277, ,뇌보옥, ( ? 개 ), + ,18105, ,와이즈 페리도트, ( ? 개 ), + ,18313, ,風奏, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 )
15053,18340,듀얼 마그네틱 빔 캐논, = ,15113, ,빔 코어, ( ? 개 ), + ,15264, ,마그네틱 펄서, ( ? 개 ), + ,15141, ,어토믹 배터리, ( ? 개 ), + ,09404, ,30000mm 나사, ( ? 개 ), + ,12220, ,냉각액, ( ? 개 ), + ,12207, ,IC회로, ( ? 개 )
15054,18338,, = ,09474, ,수정 껍질, ( ? 개 ), + ,09155, ,포레스트 아머, ( ? 개 ), + ,12400, ,돌연변이 이끼, ( ? 개 ), + ,15349, ,강인한 돌껍질 피부, ( ? 개 ), + ,09447, ,키메라 셀, ( ? 개 ), + ,09310, ,싹부쳐ZZ, ( ? 개 )
15055,21076,백호의 무녀복, = ,12375, ,어스 매터리얼 큐브, ( ? 개 ), + ,15116, ,정의의 마음, ( ? 개 ), + ,15281, ,독보옥, ( ? 개 ), + ,18068, ,스타 티어 다이아몬드, ( ? 개 ), + ,18314, ,金妃, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 )
15056,24033,, = ,15297, ,혹한의 정수, ( ? 개 ), + ,15296, ,그레이트 프로스트 웜 레어, ( ? 개 ), + ,18285, ,베놈 뮤탄트 스켈레톤 레어, ( ? 개 ), + ,21071, ,팬텀 업, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 ), + ,21051, ,9232번 레시피, ( ? 개 )
15057,18337,성궤, = ,12324, ,홀리 박스, ( ? 개 ), + ,12329, ,스피릿 크리스탈, ( ? 개 ), + ,09160, ,홀리 코팅 연고, ( ? 개 ), + ,09510, ,청은 본드, ( ? 개 ), + ,09361, ,고급 향목, ( ? 개 ), + ,12114, ,사랑의 에센스, ( ? 개 )
15058,24034,, = ,18188, ,혼백의 불꽃, ( ? 개 ), + ,15297, ,혹한의 정수, ( ? 개 ), + ,21072, ,팬텀 업, ( ? 개 ), + ,18264, ,파괴신의 경전, ( ? 개 ), + ,15395, ,바일 루트 레어, ( ? 개 ), + ,21051, ,9232번 레시피, ( ? 개 )
15059,18339,데졸레이트 발칸, = ,09340, ,라이플 매터리얼, ( ? 개 ), + ,06472, ,탄환 소재, ( ? 개 ), + ,09504, ,압축폭발 촉매제, ( ? 개 ), + ,15352, ,황폐의 가루, ( ? 개 ), + ,15011, ,언커먼 골렘 코어, ( ? 개 ), + ,09499, ,강철 테이프, ( ? 개 )
15060,24031,링 오브 어텀-엘리시아, = ,15376, ,옛지식의 껍질, ( 5 개 ), + ,15297, ,혹한의 정수, ( ? 개 ), + ,18214, ,월영옥, ( ? 개 ), + ,21069, ,팬텀 업, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 ), + ,21051, ,9232번 레시피, ( ? 개 )
15061,21211,, = ,18509, ,솔리들 솔 업, ( ? 개 ), + ,15268, ,화보옥, ( ? 개 ), + ,18035, ,인페르노 스크롤, ( ? 개 ), + ,15516, ,영염의 초롱이, ( ? 개 ), + ,12474, ,정제된 황, ( ? 개 ), + ,18399, ,채굴, ( ? 개 )
15062,21210,어둠 지배자의 갑옷, = ,12553, ,하이 아머 매터리얼, ( ? 개 ), + ,15152, ,복종의 뿔피리, ( ? 개 ), + ,18148, ,어둠의 씨앗, ( ? 개 ), + ,18245, ,검은 상아, ( ? 개 ), + ,15066, ,소울 오브, ( 2 개 ), + ,15212, ,검은 드라이어드 눈, ( ? 개 )
15063,21212,, = ,18462, ,, ( ? 개 ), + ,18463, ,구원의 룬 변이석, ( ? 개 ), + ,18464, ,통제의 룬 변이석, ( 3 개 ), + ,18465, ,광기의 룬 변이석, ( ? 개 ), + ,18466, ,증식의 룬 변이석, ( ? 개 ), + ,18467, ,쾌락의 룬 변이석, ( ? 개 )
15064,21213,, = ,18462, ,, ( ? 개 ), + ,18463, ,구원의 룬 변이석, ( ? 개 ), + ,18464, ,통제의 룬 변이석, ( 1 개 ), + ,18465, ,광기의 룬 변이석, ( ? 개 ), + ,18466, ,증식의 룬 변이석, ( ? 개 ), + ,18467, ,쾌락의 룬 변이석, ( ? 개 )
15065,21209,, = ,18446, ,화석의 마법서, ( ? 개 ), + ,18414, ,, ( ? 개 ), + ,18401, ,그린 마나 스톤, ( ? 개 ), + ,15428, ,녹색 오브, ( ? 개 ), + ,09445, ,마법의 얼음결정, ( ? 개 ), + ,18353, ,왜곡, ( ? 개 )
15066,18534,, = ,09286, ,이그저스터 텐타클, ( ? 개 ), + ,15140, ,쉐도우 텐타클, ( ? 개 ), + ,15307, ,강력 촉수, ( ? 개 ), + ,15523, ,마력수정 ic 칩, ( ? 개 ), + ,03087, ,카메라 가방, ( ? 개 ), + ,06577, ,접착판, ( ? 개 )
15067,24058,세븐 스타 브레이커의 주문서, = ,21203, ,팅클 스타 버스트의 주문서, ( ? 개 ), + ,18501, ,포루엥 - 잃어버린 지식의 열매, ( ? 개 ), + ,18459, ,새벽 별빛의 조각상, ( ? 개 ), + ,21172, ,6361번 레시피, ( ? 개 ), + ,21128, ,노란 별무늬 버섯, ( ? 개 ), + ,21118, ,커다란 납빛 원석, ( ? 개 )
